Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Pressure_Score,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2010,12,Male,17,Right-Handed,190,,30,3,Car,20,0.145,7,Swimming,1000,1000,1000,,0,0,30,Same length,102,102,Same length,March,Summer,Yes,No,Rice/Noodle dishes,Water,Science,6,10,6,No internet connection,In person,0,0,1,0.1,50,22,18,6,0.01,0.001,3,0,0,1,A lot,4,Other,Classical,Freeze time,Healthy,Relative,Education/Youth development
USA,CA,2017,12,Female,16,Right-Handed,164,25,165,1,Car,4,0.539,33,Running/Jogging,882,690,1000,909,604,856,26,Left foot,75,71,Index finger,November,Fall,Yes,No,Pizza/Pasta,Water,Science,6,7,4,Yes - broadband connection,In person,20,17,0.5,0.5,20,4,15,2,7,5,20,4,0,1,A lot,4,Graduate degree,Other,Fly,Healthy,Doctor or nurse,Health
USA,CA,2021,11,Male,16,Ambidextrous,173,24,166,2,Car,15,0.302,50,Athletics,1000,786,824,856,588,717,24,Same length,75,74,Ring finger,November,Summer,Yes,No,No favorite,Water,Languages,9,10,5,Yes - broadband connection,Text messaging,5,5,10,2,10,8,9,1.5,1.5,3,15,0,0,3,A lot,4,Graduate degree,Pop,Freeze time,Healthy,Doctor or nurse,Health
USA,CA,2018,9,Female,13,Right-Handed,162,23,158,2,Car,10,0.365,43,None,920,600,900,800,500,860,22,Right foot,74,76,Ring finger,November,Winter,No,No,Rice/Noodle dishes,Water,Languages,7,6,6,Yes - other,Cell phone,0,2,4,0,30,7,5,10,0,0,13,0,0,5,A lot,4,Graduate degree,Other,Freeze time,Happy,Relative,Environment
USA,CA,2016,12,Female,16,Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2018,12,Female,17,Right-Handed,158,24,161,1,Car,20,0.78,3.5,Dancing,1000,900,1000,900,500,700,27,Left foot,500,447,Index finger,July,Summer,No,No,Rice/Noodle dishes,Water,Other,7,9,5,Yes - broadband connection,Internet chat or instant messaging,3,2,7,8,15,6,4,0,6,2,4,6,0,4,Some,3,Graduate degree,Other,Freeze time,Happy,Relative,Education/Youth development
USA,CA,2017,12,Female,17,Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International aid
USA,CA,2015,11,Male,17,Right-Handed,172,29,184,2,Car,10,0.245,58,Basketball,600,600,500,700,500,800,28,Right foot,7.5,7.7,Ring finger,May,Winter,No,No,Meat,Water,Mathematics and statistics,9,7,5,Yes - other,Text messaging,90,90,40,1,7,10,40,2,30,30,3,2,0,6,Very little,2,Other,Rap/Hip hop,Invisibility,Happy,Sports person,"Arts, culture, sports"
USA,CA,2019,12,Female,17,Right-Handed,159.5,22,163,1,Car,30,0.599,41,Basketball,800,600,400,200,500,789,23,Right foot,90.5,90,Ring finger,April,Spring,No,No,Vegetables,Water,History,7,7,8,Yes - other,"Myspace, Facebook, other social networking sites, or blog",50,50,7,28,4,20,2,0,20,6,18,0,38,1,A lot,4,Graduate degree,Reggae,Telepathy,Happy,Religious figure,Health
USA,CA,2016,12,Male,17,Right-Handed,65,26,170,1,Walk,15,0.389,40,Football (American),8,800,1000,500,1000,1000,26,Same length,80,87,Ring finger,February,Spring,Yes,No,Meat,Coffee,Mathematics and statistics,8,10,4,Yes - broadband connection,E-mail,150,150,5,0,18,5,14,0,24,0,0,0,5,0,A lot,4,High school,Gospel,Freeze time,Happy,Musician or singer,Health
USA,CA,2013,12,Female,17,Right-Handed,152.4,23,145,1,Walk,10,0.598,58,Baseball/Softball,500,800,700,750,900,1000,21,Right foot,70,60,Index finger,October,Summer,No,No,No favorite,Juice,Science,8,10,5,Yes - broadband connection,Text messaging,30,28,7,0,1,0,1,3,2,2,2,0,0,1,Some,3,Graduate degree,Other,Invisibility,Happy,Religious figure,International aid
USA,CA,2020,9,Female,14,Right-Handed,,,,2,Bus,50,0.469,54,Dancing,800,800,1000,1000,500,300,23,Right foot,5,7,Ring finger,March,Spring,No,No,No favorite,Water,Other,7,9,5,Yes - dial-up connection,Telephone,200,150,0,3,40,4,1,1,1,1,0,,0,1,A lot,4,Graduate degree,Reggae,Telepathy,Happy,Other,International aid
USA,CA,2011,12,Male,17,Right-Handed,187.9,33,195.7,1,Car,6,0.47,58,Cycling,800,700,400,,500,700,33,Same length,17,18,Ring finger,April,Winter,No,No,Poultry,Water,Physical education,8,9,4,Yes - broadband connection,In person,6,11,6,1,8,5,10,8,20,2,20,15,7,4,None,1,,,,,,
USA,CA,2016,12,Male,16,Right-Handed,169,24,168,2,Car,7,0.293,27,Basketball,695,658,647,727,599,636,24,Same length,76,77,Ring finger,January,Spring,No,No,Meat,Water,Mathematics and statistics,7,8,3,Yes - broadband connection,Text messaging,10,10,4,2,17,3,1,0.5,10,15,13,0,0,2,Some,3,Graduate degree,Rap/Hip hop,Freeze time,Happy,Musician or singer,International aid
USA,CA,2021,12,Male,17,Right-Handed,173.5,25.5,171,2,Car,10,0.48,44,Cycling,358,439,171,909,422,861,26,Left foot,90,102,Ring finger,May,Spring,Yes,No,Rice/Noodle dishes,Water,Science,6.5,9,5,Yes - broadband connection,Internet chat or instant messaging,12,10,4,1,14,10,7,2,1,1,21,0,0,7,Some,3,Graduate degree,Classical,Freeze time,Happy,Teacher,Education/Youth development
USA,CA,2012,12,Female,16,Right-Handed,152,22,143,2,Car,10,0.343,51,Dancing,775,925,294,471,1000,1000,21,Right foot,6.2,6,Index finger,August,Summer,Yes,No,Rice/Noodle dishes,Water,Science,6,10,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",10,30,10,1,14,10,18,8,15,3,24,7,0,1,A lot,4,Graduate degree,Country,Invisibility,Happy,Actor,Health
USA,CA,2011,12,Female,17,Right-Handed,165,23,165,1,Car,10,0.39,45,Other,1000,1000,1000,,100,700,23,Same length,70,70,Same length,April,Fall,Yes,No,No favorite,Water,Music,5,10,3,Yes - broadband connection,Cell phone,100,150,15,4,14,36,12,0,8,14,7,2,0,4,A lot,4,Graduate degree,Jazz,Telepathy,Happy,Relative,International aid
USA,CA,2016,12,Female,16,Right-Handed,154.8,22,160,2,Bus,45,0.402,37,Soccer,100,100,100,100,50,50,23,Right foot,70,86,Ring finger,October,Winter,Yes,No,No favorite,Water,Mathematics and statistics,5,7,3,Yes - broadband connection,In person,2,2,6,3,16,6,2,2,3,2,7,4,0,14,Some,3,Graduate degree,Rap/Hip hop,Invisibility,Happy,Relative,International aid
USA,CA,2015,12,Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,12,Male,17,Right-Handed,172.7,28,53,2,Car,12,0.291,51,Walking/Hiking,1000,1000,1000,925,818,561,28,Same length,85,84,Index finger,March,Winter,No,No,Poultry,Tea,History,6,2,7,Yes - other,,15,10,2,1,5,3,2,5,8,5,5,3,2,2,A lot,4,High school,Other,Super strength,Happy,Other,International aid
USA,CA,2020,12,Female,16,Right-Handed,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2016,11,Male,17,Right-Handed,,,,1,Bus,20,0.383,44,Other,1000,1000,800,800,900,900,,,,,,December,Winter,No,No,Pizza/Pasta,Water,Art,5,9,4,Yes - broadband connection,In person,7,9,3,0,3,2,1,8,5,2,5,4,0,1,Very little,2,Graduate degree,Pop,Freeze time,Happy,Coach or club leader,Environment
USA,CA,2011,12,Male,17,Right-Handed,187.9,33,195.7,1,Car,6,0.47,58,Cycling,800,700,400,,500,700,33,Same length,17,18,Ring finger,April,Winter,No,No,Poultry,Water,Physical education,8,9,4,Yes - broadband connection,In person,6,11,6,1,8,5,10,8,20,2,20,15,7,4,None,1,,,,,,
USA,CA,2015,11,Male,16,Right-Handed,168,25,168,2,Car,5,0.395,55,Soccer,278,600,241,428,824,1000,25,Same length,64,75,Ring finger,July,Winter,No,No,Other,Water,Music,7,9,2,Yes - other,Internet chat or instant messaging,1,4,2,0,0,2,0,3,4,0,6,3,6,0,Some,3,Graduate degree,Rock and roll,Invisibility,Rich,Musician or singer,"Arts, culture, sports"
USA,CA,2019,12,Female,17,Left-Handed,175,25,173,3,Car,6,0.307,42,Other,1000,797,1000,1000,578,798,26,Left foot,80,90,Ring finger,July,Summer,Yes,No,Salads,Water,Social studies,7,10,4,Yes - broadband connection,Text messaging,15,20,13,5,15,12,14,0,12,12,8,5,0,9,Some,3,Graduate degree,Rap/Hip hop,Telepathy,Happy,Friend,International aid
USA,CA,2017,12,Female,16,Left-Handed,167.6,,,2,Car,35,0.409,36,Basketball,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,9,Male,15,Right-Handed,169,28,178,2,Car,8,0.42,54,Other,588,898,711,1000,353,176,26,,78,85,Ring finger,December,Winter,No,No,Desserts,Coffee,Art,8,6,3,Yes - broadband connection,In person,1,0,40,4,1,5,0,16,4,0,18,0,0,1,Some,3,Graduate degree,Techno/Electronic,Freeze time,Rich,Other,Environment
USA,CA,2018,12,Male,17,Right-Handed,154.9,182.8,65,2,Skateboard/Scooter/Rollerblade,12,1.2,10,Hockey (Ice),100,100,100,100,10,10,10,Left foot,65,70,Same length,March,Winter,No,No,Soups,Soft drink (non-caffeinated),Art,5,5,4,Yes - broadband connection,Text messaging,5,10,2,1,3,0,0,10,10,10,10,10,0,0,A lot,4,High school,Classical,Fly,Rich,Friend,"Arts, culture, sports"
USA,CA,2018,11,Male,16,Right-Handed,188,29,150,2,Bicycle,10,0.521,62,Table Tennis,1000,1000,1000,1000,500,1000,28,Same length,101.6,88.9,Ring finger,August,Summer,No,No,Meat,Water,Mathematics and statistics,5,2,4,Yes - broadband connection,Internet chat or instant messaging,100,100,1,1,25,0,0,0,25,42,84,0,0,2,Some,3,Graduate degree,Pop,Freeze time,Rich,Business person,Health
USA,CA,2019,11,Male,19,Ambidextrous,175,32,160,3,Car,20,0.1,20,Baseball/Softball,1000,1000,500,225,1000,90000,32,Same length,75.5,80,Same length,January,Winter,No,No,Meat,Powdered drink,Computers and technology,6,14,7,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",25,40,,1,0,0,2,50,0,3,4,5,2,1,None,1,Other,Classical,Telepathy,Happy,Relative,Education/Youth development
